Ticker,Short Name,ESG Disc Score:Y,Market Cap,Revenue T12M,P/E,Env Disc Sc:Y,Soc Disc Sc:Y,Gov Disc Sc:Y,Sust Gr Rt LF,Cntry of Dom,GICS SubInd,GICS SubInd Name,GICS Sector,Sustainalytics Soc Pctl:D-1,Sustainalytics Environ Pctl:D-1,Debt/Cap LF,% Women on Bd:Y,CEO Duality:Y,DPS LF,EBITA T12M,Total Return:D-1,NI / Profit T12M,LT Brrwng LF,ST Brrwng LF,Total Return YTD,# of Dir on Bd:D-1,Bd Avg Age:Y,Bd Age Limit:Y,% Indep Directors:Y,CEO Duality:Y,% of Non Exec Dir on Bd:D-1,GHG Scope 1:Y,GHG Scope 2:Y,Wtr Intens/Engy Cons:Y,Haz Waste:Y,Total Waste:Y,Tot Wtr Dschgd:Y,% Emp Union:Y,Tot Sal Pd to Execs:Y,Tot Sal & Bns Pd to Execs:Y
DM US Equity,DOMINION ENERGY,7.851200104,3028369152,536400000,19.64286798,,,33.92860031,2.586910963,US,10102040,Oil & Gas Storage & Transportation,Energy,,,9.762292862,0,1,0.30250001,,0.329490544,179300000,480200000,250000000,6.927565792,5,65.40000153,,60,1,60,,,,,,,,8530,8530
DNOW US Equity,NOW INC,11.98349953,1189068160,2517000000,,,,51.78570175,,US,20107010,Trading Companies & Distributors,Industrials,,,12.07407379,11.1111002,0,0,,0.455375162,-120000000,163000000,0,-46.11626721,10,61.22219849,72,77.77780151,0,90,,,,,,,,1646001,1646001
DNR US Equity,DENBURY RESOURCE,15.35270023,888796480,990244992,32.24065013,,12.5,51.78570175,-51.19538498,US,10102020,Oil & Gas Exploration & Production,Energy,49.4736824,43.15789413,85.86167145,12.5,0,0,,2.314812515,-349355016,3057438976,85002000,-39.94565223,8,63.5,,87.5,0,87.5,,,,,,,,2175455,2468048
DO US Equity,DIAMOND OFFSHORE,16.52890015,2551064576,1531411968,10.71393201,2.325599909,14.03509998,51.78570175,4.471602917,US,10101010,Oil & Gas Drilling,Energy,22.5,25,34.13508224,0,0,0,234409000,0.704231173,166369000,1971852032,0,5.028244923,11,68.63639832,,63.63639832,0,90.91000366,,,,,,,,3114478,3114478
DQ US Equity,DAQO NEW ENE-ADR,7.438000202,625204864,229101216,12.43008771,,,32.14289856,17.04119682,CN,45301010,Semiconductor Equipment,Information Technology,,,47.27709579,0,0,0,65449672,-2.027360441,43493756,111948912,131712808,207.9792797,9,58,,55.55559921,0,88.88999939,,,,,,,,,
DRQ US Equity,DRIL-QUIP INC,16.52890015,1805948160,453587000,331.7430035,,19.29820061,51.78570175,,US,10101020,Oil & Gas Equipment & Services,Energy,,,0,0,0,0,,-0.209201832,-27849000,0,0,-20.56619256,5,58.79999924,,80,0,80,,,,,,,0,2055000,2055000
DTE US Equity,DTE ENERGY CO,37.7358017,19636060160,12209999872,21.12534878,28.96549988,34.375,64.28569794,4.789367199,US,55103010,Multi-Utilities,Utilities,73.01587677,50.79365158,56.04478836,16.66670036,1,0.824999988,1644000000,-0.136850219,978000000,11795000320,768000000,14.5880394,13,66.33329773,75,91.66670227,1,92.30999756,,,,,,,48,3852594,3852594
DUK US Equity,DUKE ENERGY CORP,56.22639847,58877001728,22581999616,21.03785624,49.65520096,59.375,69.64289856,1.795258045,US,55101010,Electric Utilities,Utilities,64.2857132,15.07936478,56.14554214,21.42860031,1,0.889999986,5958999936,0.142877425,2129000000,48929001472,4384000000,12.95687892,13,64.28569794,71,92.85710144,1,92.30999756,98321.79688,,,0.51819998,92.96089935,,19.10000038,3836458,3836458
DVN US Equity,DEVON ENERGY CO,29.87549973,21755699200,12769000192,26.60075291,23.96689987,15.625,58.92860031,18.93665504,US,10102020,Oil & Gas Exploration & Production,Energy,67.01030731,45.36082458,46.57295227,22.22220039,0,0.059999999,2300000000,-0.862061327,1549000000,10382999552,20000000,-8.749426045,9,64.22219849,73,77.77780151,0,88.88999939,5381.100098,571.6099854,,,,,,4108173,4108173
DYN US Equity,DYNEGY INC,19.42149925,1556769536,4955000064,,3.875999928,19.29820061,55.35710144,,US,55105010,Independent Power Producers & Energy Traders,Utilities,,,81.51151276,14.28569984,0,0,-120000000,2.597404206,-11000000,8647999488,99000000,40.07092586,7,59.14289856,,85.71430206,0,85.70999908,71000,,,,,,48.95999908,3337542,3337542
ECR US Equity,ECLIPSE RESOURCE,11.20330048,630576832,366312000,,,,48.21429825,,US,10102020,Oil & Gas Exploration & Production,Energy,,,45.88347244,0,1,0,,-1.63934266,-41660000,494332000,0,-10.11235855,10,55,,77.77780151,1,70,,,,,,,,1195600,1852887
ECT US Equity,ECA MARCELLUS TR,,37850752,6936303,6.459579752,,,,-0.040460002,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.072999999,,2.380961572,5852386,0,0,14.95293149,,,,,,,,,,,,,,,
ED US Equity,CONS EDISON INC,45.28300095,26340343808,11779000064,21.26663448,43.44829941,37.5,58.92860031,4.44299078,US,55103010,Multi-Utilities,Utilities,11.11111069,41.26984024,50.94792938,20,1,0.689999998,2545000000,-0.164530962,1227000000,14650999808,1043000000,19.27352043,12,65.90000153,75,80,1,91.66999817,3093,1320,,12.06999969,81.63500214,,,3754426,3754426
EE US Equity,EL PASO ELECTRIC,18.11319923,2246755840,908685024,23.06249924,4.137899876,17.1875,55.35710144,6.775555134,US,55101010,Electric Utilities,Utilities,,,54.55623627,18.18180084,0,0.335000008,241579000,0.090414535,97417000,1195868032,167900992,21.97328514,11,63.36360168,72,81.81819916,0,90.91000366,,,,,,,38,1910770,1910770
EEP US Equity,ENBRIDGE ENERGY,6.198299885,5826606080,3642400000,19.06036965,,,26.78569984,-8.414361,US,10102040,Oil & Gas Storage & Transportation,Energy,,,50.08346176,0,0,0.349999994,,0,392600000,6291100160,399800000,-40.31610445,10,59.625,,,0,70,,,,,,,,1762154,1762154
EEQ US Equity,ENBRIDGE ENERGY,,1201681792,,,,,,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,0,,,0,0,1.209378735,-6400000,0,0,-43.28545087,,,,,,,,,,,,,,,
EGN US Equity,ENERGEN CORP,18.11319923,5595915776,791660992,,6.20690012,12.5,55.35710144,,US,10102020,Oil & Gas Exploration & Production,Energy,25.51020432,20.40816307,19.44024849,11.1111002,1,0,,-0.052081215,-10072000,765758976,0,-0.173397741,9,63.66669846,72,88.88890076,1,88.88999939,,,,,,,,2622000,2622000
EGY US Equity,VAALCO ENERGY,13.27799988,41002048,75195000,10.72197564,,7.8125,48.21429825,,US,10102020,Oil & Gas Exploration & Production,Energy,,,62.0438385,0,0,0,,-0.128944143,2579000,3483000,7500000,-32.97115296,5,57,,85.71430206,0,80,,,,,,,0,1816595,2052646
EIX US Equity,EDISON INTL,42.2641983,20604301312,11984000000,14.27059923,27.58620071,51.5625,69.64289856,7.490730762,US,55101010,Electric Utilities,Utilities,16.66666603,26.98412704,47.30830383,27.27269936,0,0.542500019,2150000000,-1.094771603,1580000000,11637999616,1491000064,-9.471604926,11,59.90909958,72,81.81819916,0,90.91000366,2400,1600,,16.82699966,,,33,4222032,4222032
ENBL US Equity,ENABLE MIDSTREAM,,6151096320,2611000000,16.67823941,,,,-1.606011033,US,10102040,Oil & Gas Storage & Transportation,Energy,,,28.85291481,,,0.317999989,,-0.210524442,396000000,2668999936,450000000,-1.897035499,,,,,,,,,,,,,,,
ENLC US Equity,ENLINK MIDSTREAM,10.52630043,3178382592,5204499968,,,,39.28570175,-2.353286028,US,10102040,Oil & Gas Storage & Transportation,Energy,,,39.44055939,11.1111002,1,0.254999995,414400000,1.440922159,6300000,3540499968,0,-2.002844502,9,61,,44.44440079,1,88.88999939,,,,,,,,2221443,4042443
ENLK US Equity,ENLINK MIDSTREAM,,5364263424,5208599936,,,,,,US,10102030,Oil & Gas Refining & Marketing,Energy,,,41.58130646,,,0.389999986,365500000,-1.600512176,44600000,3466800128,0,-8.563048872,,,,,,,,,,,,,,,
ENS US Equity,ENERSYS,11.15699959,2933161472,2430411072,15.13122923,,,48.21429825,12.09361076,US,20104010,Electrical Components & Equipment,Industrials,,,39.41192245,0,1,0.174999997,,-1.06564369,161458000,728606976,12978000,-9.974358127,10,63.66669846,,88.88890076,1,90,,,,,,,,2395645,2395645
EOG US Equity,EOG RESOURCES,27.80080032,62395637760,10195958784,233.2654617,15.70250034,23.4375,58.92860031,0.003219,US,10102020,Oil & Gas Exploration & Production,Energy,39.17525864,44.32989502,31.44872284,14.28569984,1,0.167500004,,-0.497919134,9759000,6380426752,6579000,7.468762858,8,71.14289856,80,85.71430206,1,87.5,,,,,,,,3185000,3185000
EPD US Equity,ENTERPRISE PRODU,11.57019997,57290399744,27293700096,20.7038207,1.550400019,14.03509998,32.14289856,-6.020813942,US,10102040,Oil & Gas Storage & Transportation,Energy,,,52.29644012,18.18180084,0,0.422500014,4112499968,0.113295646,2684099968,21710899200,3008999936,4.238273782,10,61.27270126,,45.45449829,0,70,,,,,,,,2791150,7390150
EPE US Equity,EP ENERGY CORP-A,10.74380016,603276800,1208000000,,,,46.42860031,,US,10102020,Oil & Gas Exploration & Production,Energy,,,88.95388031,0,1,0,,1.287552462,-262000000,3932999936,21000000,-63.9694683,12,49.23080063,72,23.07690048,1,91.66999817,,,,,,,,2543000,2543000
EQGP US Equity,EQT GP HOLDINGS,,7159838720,804598992,22.18688412,,,,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,34.12719345,,,0.228,,0.485615086,249244000,1091947008,0,9.872857413,,,,,,,,,,,,,,,
EQM US Equity,EQT MIDSTREAM PA,,5996011008,804598992,13.34608652,,,,4.83253479,US,10102040,Oil & Gas Storage & Transportation,Energy,,,34.12219238,,,0.980000019,,-0.327240081,560973008,1091947008,0,0.019625276,,,,,,,,,,,,,,,
EQT US Equity,EQT CORP,58.9211998,14669155328,2694133952,58.0002528,52.89260101,64.0625,66.0714035,0.467473,US,10102020,Oil & Gas Exploration & Production,Energy,71.13401794,37.11340332,26.5028553,30,1,0.029999999,,-0.593783029,36500000,2691041024,707470016,-12.79847539,16,63.5,74,90,1,87.5,1500.73999,,286757.125,,2009.97998,59.72900009,0,2973586,3473586
ERA US Equity,ERA GROUP,13.22309971,229283024,230079000,,,8.771900177,48.21429825,,US,10101020,Oil & Gas Equipment & Services,Energy,,,35.95303345,28.57139969,0,0,-129526000,0.279848248,-95393000,215024992,2191000,-36.65291435,7,62.85710144,,85.71430206,0,85.70999908,,,,,,,30,1471500,2290424
ES US Equity,EVERSOURCE ENERG,53.5848999,20020844544,7633062016,20.51298683,51.72409821,48.4375,64.28569794,3.757519007,US,55101010,Electric Utilities,Utilities,71.42857361,75.3968277,50.64281464,15.38459969,0,0.479999989,1905341024,0.365368609,979756000,10468193280,975934976,17.96843037,12,68.53849792,75,84.61540222,0,91.66999817,852.585022,684.8920288,,2.155499935,42.85540009,,50,3592083,
ESTE US Equity,EARTHSTONE ENE-A,17.84230042,675638400,87307000,11.1513589,4.95870018,12.5,51.78570175,-18.81516266,US,10102020,Oil & Gas Exploration & Production,Energy,,,9.712997437,0,1,0,,-0.654202767,-47886000,71400000,1704000,-22.63464126,9,55.625,,50,1,77.77999878,,,,,,,,1057741,1110786
ESV US Equity,ENSCO PLC-CL A,18.18180084,2576873216,1893400000,,1.550400019,19.29820061,55.35710144,,GB,10101010,Oil & Gas Drilling,Energy,68.29268646,26.8292675,36.76113129,22.22220039,0,0.01,202100000,0.853237419,-57600000,4747700224,0,-38.79676485,11,63.22219849,,88.88890076,0,90.91000366,,,,,,,,2790167,2790167
ETE US Equity,ENERGY TRANSFER,14.04959965,18626734080,40458999808,7.93713553,6.201600075,14.03509998,32.14289856,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,62.92327118,0,0,0.294999987,,0.407211708,936000000,44494999552,716000000,-4.768293685,7,62.85710144,,42.85710144,0,71.43000031,,,,,,,5.670000076,3192628,7651398
ETP US Equity,ENERGY TRANSFER,16.94210052,20706443264,19685000192,19.27866448,1.550400019,22.80699921,46.42860031,-0.176532,US,10102040,Oil & Gas Storage & Transportation,Energy,,,52.6541748,0,0,0.564999998,,-0.55494106,1639000000,33629999104,710000000,-17.39934078,6,62,,57.14289856,0,66.66999817,,,,,,,47.36999893,3189743,6747589
ETR US Equity,ENTERGY CORP,44.52830124,14670661632,11099163904,12.0502602,31.72410011,54.6875,66.0714035,-5.691327095,US,55101010,Electric Utilities,Utilities,42.8571434,57.1428566,64.59295654,36.36360168,1,0.870000005,-804417024,0.283385556,-864475944,14000305152,2223938048,15.89770187,11,64.54550171,74,90.90910339,1,90.91000366,35200,3990,,0.0414,,,35.18000031,5389094,5570594
EVA US Equity,ENVIVA PARTNERS,,727678976,507050000,41.10063526,,,,-2.4489429,US,10102050,Coal & Consumable Fuels,Energy,,,56.0661087,,,0.61500001,46759974,0.362977801,4865000,338115008,15633000,11.79808859,,,,,,,,,,,,,,,
EXC US Equity,EXELON CORP,64.52829742,37837062144,33024000512,16.20921498,59.31029892,64.0625,78.5714035,4.800051212,US,55101010,Electric Utilities,Utilities,43.65079498,80.15872955,54.25989151,23.07690048,0,0.330000013,5354999936,0.279899777,2103000000,32089999360,3873999872,15.04762556,13,63.07690048,75,92.30770111,0,92.30999756,9723,7061,407955.8125,,,24354600,35,4529522,4529522
EXTN US Equity,EXTERRAN CORP,,1125180672,1169698000,,,,,0.078295,US,10101020,Oil & Gas Equipment & Services,Energy,,,40.14232635,12.5,0,0,,-0.253806861,444000,367896000,0,31.54812149,8,60.375,75,75,0,75,,,,,,,,2160000,2760000
FE US Equity,FIRSTENERGY CORP,24.90570068,13621552128,13949999872,9.865879688,15.17240047,20.3125,55.35710144,-10.806674,US,55101010,Electric Utilities,Utilities,23.80952454,24.60317421,77.96429443,15.38459969,0,0.720000029,-6613999744,0.558292519,-5020999744,21088999424,1576000000,3.567908443,13,63.46149826,,92.30770111,0,92.30999756,,,,,,,48.93000031,3688803,3688803
FELP US Equity,FORESIGHT ENERGY,,623158400,922848992,,,,,,US,10102050,Coal & Consumable Fuels,Energy,,,64.15697479,,,0.0647,,15.30342822,-226054000,1274343040,60867000,-30.48868943,,,,,,,,,,,,,,,
FET US Equity,FORUM ENERGY TEC,14.04959965,1680902528,718123008,,,8.771900177,51.78570175,,US,10101020,Oil & Gas Equipment & Services,Energy,,,25.30407143,10,1,0,-113501000,2.64026787,-120978000,398144992,1133000,-29.31818095,11,58.79999924,,90,1,81.81999969,,,,,,,0,1961580,1961580
FGP US Equity,FERRELLGAS-LP,,415813408,2005389984,,,,,,US,55102010,Gas Utilities,Utilities,,,157.9001312,,,0.100000001,,3.883503124,-59049000,1812155008,351200000,-31.76371625,,,,,,,,,,,,,,,
FI US Equity,FRANK'S INTERNAT,18.18180084,1483663232,444458000,,3.875999928,14.03509998,55.35710144,59.26687241,NL,10101020,Oil & Gas Equipment & Services,Energy,,,0.00711,0,0,0.075000003,,-2.919705285,-116503000,0,87000,-44.45580468,8,64.33329773,,55.55559921,0,87.5,,,,,,,,2684337,2684337
FRAC US Equity,KEANE GROUP INC,,2125910656,1191624000,,,,,-35.67014694,US,10101020,Oil & Gas Equipment & Services,Energy,,,37.8537178,,,0,,1.224704653,-118620000,279235008,3971000,,12,,,,,91.66999817,,,,,,,,2363560,3863560
FTI US Equity,TECHNIPFMC PLC,14.04959965,14603892736,13421600000,,,8.771900177,51.78570175,4.179745197,GB,10101020,Oil & Gas Equipment & Services,Energy,94.2857132,97.14286041,20.96455574,23.07690048,1,0,,-0.286624693,342900000,3167399936,473200000,-11.44498661,14,65.30770111,,92.30770111,1,85.70999908,,,,,,,,,
FTK US Equity,FLOTEK INDS,13.22309971,264808320,315193000,,,8.771900177,48.21429825,,US,15101050,Specialty Chemicals,Materials,,,12.92318153,14.28569984,1,0,,-3.519670372,-32825000,0,40589000,-50.37274039,8,65.28569794,,85.71430206,1,87.5,,,,,,,0,1555600,2702791
GEL US Equity,GENESIS ENERGY,,2739645440,1736380992,27.43691382,,,,-281.506012,US,10102040,Oil & Gas Storage & Transportation,Energy,,,57.4747467,,,0.5,226038000,1.452563254,89253000,3730548992,0,-32.34903603,,,,,,,,,,,,,,2012500,5013750
GLP US Equity,GLOBAL PARTNERS,,567725888,8832490112,20.57144447,,,,0.309698999,US,10102040,Oil & Gas Storage & Transportation,Energy,,,71.65367889,,,0.462500006,69646000,-0.298502908,-25329000,951108992,39200000,-5.377061539,,,,,,,,,,,,,,,
GNE US Equity,GENIE ENERGY-B,16.11569977,108321648,243969000,,1.550400019,14.03509998,51.78570175,47.20262146,US,55101010,Electric Utilities,Utilities,,,3.499825954,0,1,0.075000003,-9824000,-7.822407697,-9533000,2512000,0,-20.39660908,5,67,,60,1,100,,,,,,,,1388650,2463650
GPRK US Equity,GEOPARK LTD,21.99169922,595259328,284144000,,7.438000202,35.9375,37.5,,CL,10102020,Oil & Gas Exploration & Production,Energy,,,76.2611084,0,0,0,53801000,-1.393038216,-40177000,418494016,1903000,129.9303939,9,61.71429825,,42.85710144,0,66.66999817,,,,,,,10.14400005,750000,1400000
GXP US Equity,GREAT PLAINS ENE,17.35849953,6952931328,2686800064,34.15956435,1.379299998,17.1875,58.92860031,-18.3278389,US,55101010,Electric Utilities,Utilities,,,49.07960892,20,1,0.275000006,540100000,-0.031002547,91900000,3312000000,794000000,22.19300239,9,63.29999924,75,90,1,88.88999939,,,,,,,61.08000183,2434000,2434000
HAL US Equity,HALLIBURTON CO,46.28099823,42641072128,18700999936,65.70747483,41.86050034,38.5965004,64.28569794,1.278735995,US,10101020,Oil & Gas Equipment & Services,Energy,48.57143021,31.4285717,54.19144058,15.38459969,1,0.180000007,,0.617663659,212000000,10423000064,515000000,-8.184277947,13,64.23079681,72,84.61540222,1,84.62000275,1770.699951,205.272995,,103.9899979,373.8699951,,15,5406117,5406117
HE US Equity,HAWAIIAN ELEC,20,3932613120,2514423040,22.17791471,8.965499878,17.1875,51.78570175,3.734092951,US,55101010,Electric Utilities,Utilities,,,45.66807938,25,0,0.310000002,367570000,-0.440649522,179451000,1618445952,178050000,13.40490888,9,67.375,,87.5,0,88.88999939,,,,,,,,2750636,3007306
HEP US Equity,HOLLY ENERGY PAR,,3299975424,437667000,19.67856651,,,,-12.75499058,US,10102040,Oil & Gas Storage & Transportation,Energy,,,71.16761017,,,0.644999981,217982000,-0.24561872,150330000,1245065984,0,8.869470538,,,,,,,,,,,,,,,
HES US Equity,HESS CORP,72.6140976,15083783168,5250999936,,71.07440186,73.4375,75,,US,10102020,Oil & Gas Exploration & Production,Energy,83.50515747,84.53607941,31.75669289,15.38459969,0,0.25,,-1.840362652,-6289000256,6592000000,122000000,-22.0673998,12,64.38459778,75,92.30770111,0,91.66999817,4100,500,808.3189087,0.899999976,93.40000153,6400,2,4700000,4700000
HESM US Equity,HESS MIDSTREAM P,,1080819840,,,,,,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,0,,,0.310699999,,-0.201515943,,0,0,,,,,,,,,,,,,,,,
HFC US Equity,HOLLYFRONTIER CO,28.92560005,9079925760,13213662208,25.36719847,10.85270023,42.1053009,57.14289856,5.507775784,US,10102030,Oil & Gas Refining & Marketing,Energy,56.25,28.125,29.03699684,0,0,0.330000013,,-0.54368695,337478016,2236514048,0,63.2356583,11,62.90000153,,80,0,90.91000366,,,,,,,34,3730000,4047225
HGT US Equity,HUGOTON ROYALTY,,56000000,5337759,12.17984391,,,,0,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.012433,,-3.448280681,4597760,0,0,-30.6432246,,,,,,,,,,,,,,,
HK US Equity,HALCON RESOURCES,16.18260002,1132442240,547072992,22.49361281,1.652899981,17.1875,46.42860031,85.31012726,US,10102020,Oil & Gas Exploration & Production,Energy,,,41.30620956,0,1,0,,0.264900403,600315008,408879008,408879008,-18.95074895,10,57.11109924,,88.88890076,1,90,,,,,,,0,1600000,6786667
HLX US Equity,HELIX ENERGY SOL,11.20330048,1113811840,546147992,,,,48.21429825,-5.261072159,US,10101020,Oil & Gas Equipment & Services,Energy,,,25.0019474,12.5,1,0,,0,-74941000,395344992,108611000,-14.51246913,7,63.75,,75,1,71.43000031,,,,,,,,1910769,1910769
HP US Equity,HELMERICH & PAYN,,7020262400,1804741024,,,,,,US,10101010,Oil & Gas Drilling,Energy,5.714285851,28.5714283,10.58298969,10,0,0.699999988,-151103000,-0.277692542,-128212000,492902016,0,-12.1804665,10,62.5,,80,0,90,,,,,,,,2152478,2857691
ICD US Equity,INDEPENDENCE CON,19.83469963,151166512,82954000,,4.651199818,19.29820061,55.35710144,,US,10101010,Oil & Gas Drilling,Energy,,,16.66551208,0,0,0,-26085000,-0.995023931,-28928000,47630000,510000,-40.59701295,6,62,,80,0,83.33000183,,,,,,,0,1223077,1223077
IDA US Equity,IDACORP INC,36.22639847,4603908096,1337457024,22.24187192,30.34480095,29.6875,58.92860031,6.532177925,US,55101010,Electric Utilities,Utilities,,,43.70063782,20,0,0.550000012,307624000,-0.251114463,206780000,1745746048,2425000,16.43286242,11,63.79999924,72,80,0,90.91000366,4840.189941,0.233999997,,,,,0,2367904,2367904
INT US Equity,WORLD FUEL SVCS,11.15699959,1902791936,32615599616,15.99028046,,,48.21429825,,US,10102030,Oil & Gas Refining & Marketing,Energy,,,37.30202484,0,1,0.119999997,209600000,-1.642786476,25000000,1128099968,23600000,-38.26353632,9,67.11109924,,77.77780151,1,88.88999939,,,,,,,,2421150,2421150
IO US Equity,ION GEOPHYSICAL,11.15699959,234949760,175021000,,,,48.21429825,-79.56008911,US,10101020,Oil & Gas Equipment & Services,Energy,,,83.78373718,0,0,0,,-1.25,-35339000,116506000,38819000,229.1666667,8,60.375,,87.5,0,87.5,,,,,,,,1954068,1954068
JAG US Equity,JAGGED PEAK ENER,,3360045824,240337000,,,,,,US,10102020,Oil & Gas Exploration & Production,Energy,,,4.927855968,,,0,,-2.652679678,-466667992,35000000,0,,9,,,,,88.88999939,,,,,,,,,
JKS US Equity,JINKOSOLAR-ADR,7.851200104,782743744,3708034192,16.4562562,,,33.92860031,18.90216255,CN,45301020,Semiconductors,Information Technology,,,67.02379608,0,0,0,,-2.74969801,163686720.6,69649128.32,1959356196,57.9120155,7,52.71429825,,42.85710144,0,57.13999939,,,,,,,,,
JONE US Equity,JONES ENERGY - A,11.98349953,107879824,195183000,0.887818794,,,51.78570175,,US,10102020,Oil & Gas Exploration & Production,Energy,,,48.52152252,0,1,0,,6.796121786,-183797000,698739968,0,-76.0766937,5,57.14289856,75,71.4285965,1,60,,,,,,,,1220000,1220000
KEN US Equity,KENON HOLDINGS L,,1163030784,2131740992,,,,,,SG,55105010,Independent Power Producers & Energy Traders,Utilities,,,78.26754761,,,0,,3.787147579,-80507000,3344000000,225000000,85.88158789,,,,,,,,,,,,,,,
KMI US Equity,KINDER MORGAN IN,25.20660019,40354639872,13461999872,30.81204243,12.40310001,24.56139946,55.35710144,0.595094025,US,10102040,Oil & Gas Storage & Transportation,Energy,84.375,3.125,50.47526169,6.666699886,1,0.125,,-1.310757936,1398000000,34069000192,3156000000,-10.56683611,16,68.46669769,,86.66670227,1,81.25,,,,,,,8.149999619,1450001,1450001
KOS US Equity,KOSMOS ENERGY LT,43.1534996,2667084288,685654992,,30.57850075,59.375,51.78570175,,US,10102020,Oil & Gas Exploration & Production,Energy,,,51.70150375,0,1,0,1715000,-1.154400082,-157413000,1080352000,0,-2.282458189,10,59.09090042,,81.81819916,1,80,,,,0.383300006,0.832199991,,0,3134925,3134925
